month,EURUSD,USDJPY,USDCHF,GBPUSD,USDDKK,EUR3M,JPY3M,CHF3M,GBP3M,DKK3M,EUR12M,JPY12M,CHF12M,DKK12M,EUBS3,EUBS5,JYBS3,JYBS5,SFBS3,SFBS5,BPBS3,BPBS5,DKBS3,DKBS5,USSO3,EUSWEC,JYSO3S,NDDUWI,LGTRTRUU,EURUSD basis swap 3m,EURUSD basis swap 5,USD OIS 3m,EUR OIS 3m,GPR,GPRT,GPRA,GPRC_USA,TPU,VIXCLS,DTWEXBGS,vwretd,sprtrn,bond_ret,us_rf,ALL_eksp_total,ALL_afd_total,ALL_afd_dkk,ALL_afd_eur,ALL_afd_usd,ALL_afd_ovr,ALL_uafd_total,EUR_eksp_total,EUR_afd_total,EUR_afd_dkk,EUR_afd_eur,EUR_afd_usd,EUR_afd_ovr,EUR_uafd_total,USD_eksp_total,USD_afd_total,USD_afd_dkk,USD_afd_eur,USD_afd_usd,USD_afd_ovr,USD_uafd_total,USD_hedge_ratio,EUR_hedge_ratio,ALL_hedge_ratio,DGS10,inflation,INDPRO,PAYEMS
2015-11-30,1.0565,123.11,1.029,1.5056,7.0617,28.94,-30.3,-56.6,2.6,-261.1,139.29,-153.75,-236.18,-1117.12,-42.0,-42.2,-79.75,-90.125,-50.0,-56.0,-8.75,-7.5,-67.0,-68.5,1.006,-0.273,0.1,4585.848,198.6844,,,0.3322,-0.358,150.71588134765625,113.04398345947266,213.99351501464844,3.168949842453003,30.72078645213318,16.21,111.6916105263158,0.002404,0.000505,-0.0039713749872418,0.16478930362911,1834.41,873.57,604.23,252.03,9.04,8.28,960.84,864.89,204.92,203.18,0.0,0.41,1.32,659.97,718.75,559.0,337.39,214.66,0.0,6.95,159.75,0.7777391304347826,0.2369318641676976,0.4762130603300243,2.263157894736842,0.1938489446373204,99.5298,142808.0
2015-12-31,1.0862,120.22,1.0021,1.4736,6.8706,25.66,-29.76,-39.1,2.24,-188.82,140.96,-161.25,-195.63,-996.99,-30.25,-32.625,-72.75,-82.75,-39.0,-47.0,-4.8,-4.75,-64.5,-64.5,1.131,-0.235,0.11,4505.241,200.5569,,,0.4232,-0.32,148.23687744140625,115.224365234375,204.6312713623047,3.349400043487549,31.82149292642718,18.025454545454547,112.7857409090909,-0.022209,-0.01753,-0.0033074293747617,0.17746981132161,1824.64,906.21,598.21,291.3,8.29,8.42,918.42,887.14,239.39,237.19,0.0,0.42,1.78,647.75,691.71,557.89,304.27,246.98,0.0,6.64,133.82,0.8065374217518901,0.2698446693870189,0.4966513942476324,2.2427272727272727,0.1252076728464501,99.0417,143077.0
2016-01-31,1.0831,121.14,1.0231,1.4244,6.8904,26.99,-28.2,-40.04,3.21,-188.6,140.44,-157.6,-193.78,-930.01,-37.0,-39.875,-80.75,-91.75,-42.75,-54.0,-8.75,-7.0,-62.5,-65.0,0.732,-0.299,0.08,4235.718,202.9241,,,0.4287,-0.384,118.21114349365234,124.23914337158205,109.5290985107422,2.507415533065796,36.03343903142116,23.717894736842105,115.2343875,-0.057085,-0.050735,0.027459148691832,0.31442741192148,1857.47,929.99,610.77,301.59,8.98,8.66,927.47,933.73,261.52,259.31,0.0,0.28,1.92,672.22,686.54,554.31,298.07,249.51,0.0,6.73,132.23,0.8073965100358318,0.2800809655896243,0.5006756502123857,2.0852631578947367,0.1667000725154466,99.5607,143210.0
2016-02-29,1.0873,112.69,0.9984,1.3917,6.8608,31.66,-31.51,-45.75,4.79,-208.44,155.25,-171.25,-211.92,-990.1,-45.75,-50.75,-87.1,-99.25,-51.5,-64.0,-17.125,-16.5,-74.5,-78.3,0.62,-0.359,0.06,4204.194,209.5318,,,0.4407,-0.444,103.74964904785156,91.322021484375,117.58201599121094,2.245816707611084,32.20794967981509,22.517,114.281735,0.00062,-0.004128,0.010343214846946,0.31949662383736,1894.66,956.01,616.62,321.17,8.9,9.32,938.65,961.99,284.05,281.4,0.0,0.21,2.44,677.94,691.28,553.83,283.09,263.86,0.0,6.88,137.44,0.8011659530146975,0.2952733396397052,0.5045812969081523,1.7795,0.226315939725552,99.0445,143406.0
2016-03-31,1.138,112.57,0.9618,1.436,6.5477,32.67,-31.58,-39.88,4.76,-193.88,152.75,-156.75,-177.5,-937.01,-39.75,-45.625,-80.5,-93.3,-40.0,-56.5,-12.75,-10.5,-66.5,-73.5,0.653,-0.346,0.07,4489.486,215.1692,,,0.4222,-0.431,109.72029113769533,98.02693176269533,127.76814270019533,2.448961019515991,54.3267365153279,15.84909090909091,111.89339130434782,0.070491,0.065991,0.001592107007817,0.20029305647996,1899.8,961.92,616.68,329.29,7.0,8.96,937.88,975.47,285.57,283.34,0.0,0.28,1.94,689.9,680.09,558.47,281.36,270.09,0.0,7.02,121.63,0.821170727403726,0.2927511866074815,0.5063269817875565,1.8890909090909092,0.164013524129114,98.3096,143662.0
2016-04-30,1.1451,106.5,0.9599,1.4612,6.5001,32.53,-28.79,-38.95,4.1,-188.55,156.79,-151.04,-179.25,-985.5,-39.0,-45.125,-72.75,-83.75,-39.5,-53.0,-9.25,-8.0,-67.5,-69.5,0.729,-0.345,0.08,4560.526,218.7318,,,0.4252,-0.43,85.22145080566406,80.82244110107422,93.12298583984376,2.012362241744995,46.85040811097691,14.300476190476193,110.0170761904762,0.011718,0.002699,-0.0026207649829426,0.21297257686118,1920.56,989.23,623.43,345.93,10.18,9.69,931.33,979.42,300.03,298.1,0.0,0.23,1.70,679.39,689.09,565.16,274.27,282.91,0.0,7.99,123.93,0.8201541162983064,0.3063343611525188,0.5150737284958554,1.805238095238095,0.2591053790480302,98.6421,143854.0
2016-05-31,1.1132,110.73,0.9939,1.4483,6.6817,35.37,-33.27,-42.94,9.27,-228.52,166.81,-175.0,-194.94,-1115.0,-37.5,-41.0,-78.75,-91.0,-39.0,-50.0,-9.75,-8.5,,,0.85,-0.343,0.07,4586.14,214.9337,,,0.4957,-0.428,88.3324203491211,84.46136474609375,93.63965606689452,1.9210634231567385,57.42132900154887,14.85285714285714,111.14051428571427,0.01434,0.015329,-0.0013369865735717,0.33472603058457,1960.23,1017.01,638.34,357.81,10.51,10.35,943.22,985.69,309.74,307.39,0.0,0.43,1.92,675.95,722.77,577.57,275.45,293.68,0.0,8.43,145.2,0.7991062163620516,0.3142367275715488,0.5188217709146375,1.806190476190476,0.2373970099381672,98.4184,143900.0
2016-06-30,1.1106,103.2,0.976,1.3311,6.6964,38.03,-33.65,-50.54,12.2,-232.28,158.52,-150.75,-209.0,-1016.5,-42.5,-44.75,-78.5,-86.75,-49.0,-56.75,-12.5,-11.0,,,0.479,-0.357,0.07,4534.751,223.8795,,,0.4147,-0.442,90.16812896728516,80.51286315917969,100.8573760986328,1.7746731042861938,74.69130472325361,17.774545454545457,111.55962727272728,0.002947,0.000906,0.026108441457692,0.26369777462478,1972.15,1004.26,633.16,357.61,9.03,4.45,967.89,1032.08,310.49,303.07,0.0,6.34,1.08,721.58,705.66,575.8,275.2,297.22,0.0,3.38,129.86,0.8159736983816569,0.3008390822416867,0.5092209010470806,1.6440909090909093,0.1629346378165586,98.8833,144147.0
2016-07-31,1.1174,102.06,0.9695,1.323,6.6575,43.64,-35.35,-49.26,21.1,-273.01,182.36,-159.95,-204.96,-1171.84,-45.0,-47.5,-76.5,-83.25,-48.25,-56.25,-19.75,-17.5,,,0.554,-0.3542,0.08,4726.337,224.9542,,,0.4456,-0.4392,114.6104507446289,97.0980453491211,145.14874267578125,2.4603447914123535,46.10794684024953,13.1585,112.47729,0.038815,0.03561,0.0009353218412928,0.25355146531132,2018.35,1008.69,637.91,356.79,9.38,4.61,1009.66,1036.11,312.55,305.17,0.0,6.41,0.97,723.56,723.7,576.21,277.51,295.06,0.0,3.63,147.49,0.7962000829072821,0.3016571599540589,0.4997597047092923,1.504,0.1166807098498701,98.9992,144520.0
2016-08-31,1.1158,103.43,0.9839,1.3138,6.6709,43.53,-39.95,-51.41,24.75,-264.69,196.6,-185.65,-220.53,-1212.5,-43.75,-47.75,-77.75,-79.625,-49.0,-55.5,-17.0,-15.75,,,0.728,-0.351,0.06,4730.265,222.9298,,,0.4982,-0.436,98.73848724365234,82.44046783447266,121.45369720458984,2.1500930786132812,43.67019509184981,12.399565217391304,111.4383695652174,0.0028,-0.001219,-0.0087170617040648,0.33218764181069,2028.26,1040.57,651.0,362.28,15.36,11.92,987.69,1026.01,321.8,313.68,0.0,6.36,1.76,704.21,731.0,589.76,280.57,299.02,0.0,10.17,141.24,0.8067852257181942,0.3136421672303389,0.5130358040882332,1.556521739130435,0.2393946155112125,98.85,144661.0
2016-09-30,1.1235,101.35,0.9714,1.2972,6.6277,49.1,-43.7,-56.36,26.75,-299.19,193.9,-176.13,-217.58,-1192.5,-43.0,-45.625,-75.5,-78.75,-46.75,-50.25,-14.25,-13.25,,,0.688,-0.35,0.06,4755.392,224.7003,,,0.47425,-0.435,104.54522705078124,95.48959350585938,121.15049743652344,2.6114134788513184,44.24597484534393,14.21952380952381,112.31686190476192,0.003013,-0.001234,0.0033336655812253,0.27891533257969,2031.92,1043.47,673.48,359.83,4.4,5.76,988.44,1038.59,338.57,336.58,0.0,0.66,1.33,700.02,725.78,581.07,278.39,298.26,0.0,4.43,144.7,0.8006145112844113,0.325990044194533,0.5135389188550731,1.6304761904761906,0.1685218542072597,98.7457,144967.0
2016-10-31,1.0981,104.82,0.989,1.2242,6.7736,47.32,-40.55,-53.89,26.22,-297.14,189.18,-174.5,-216.0,-1203.25,-40.375,-42.625,-72.25,-75.24,-44.0,-48.75,-14.75,-11.75,,,0.801,-0.35,0.06,4663.361,216.5012,,,0.54155,-0.435,85.74778747558594,79.64808654785156,100.30767822265624,1.997644066810608,50.46019699660908,14.585238095238095,113.474695,-0.021544,-0.019426,-0.010397271577183,0.30427698040484,2026.93,1071.87,667.66,380.75,10.68,12.79,955.06,1002.59,326.51,323.18,0.0,0.73,2.60,676.09,751.76,614.88,283.58,321.13,0.0,10.18,136.87,0.8179206129615835,0.3256665237036076,0.5288145125880025,1.7645,0.1204858133161401,98.7611,145065.0
2016-11-30,1.0589,114.46,1.0173,1.2506,7.0262,48.57,-52.15,-60.5,28.35,-333.06,202.47,-219.0,-248.56,-1394.5,-45.625,-45.625,-82.625,-83.0,-48.5,-51.75,-18.25,-13.5,,,1.171,-0.35,0.04,4730.416,205.7465,,,0.6472,-0.435,82.91875457763672,81.22564697265625,83.97505950927734,1.917850375175476,111.2968712682111,15.236190476190476,116.107515,0.040488,0.034175,-0.033620814492811,0.48442757269463,2025.23,1061.15,680.72,355.8,11.13,13.5,964.08,959.12,343.61,339.94,0.0,0.77,2.90,615.51,786.41,586.69,279.84,296.24,0.0,10.61,199.72,0.7460357828613574,0.3582554841938443,0.5239651792635899,2.1420000000000003,0.1359744946508811,98.3491,145183.0
2016-12-31,1.0517,116.96,1.019,1.234,7.0682,49.83,-54.06,-58.64,28.45,-358.38,211.73,-232.45,-248.58,-1503.82,-44.25,-44.125,-83.5,-85.0,-48.0,-51.25,-15.375,-11.25,,,1.349,-0.347,0.03,4843.607,203.8733,,,0.7052,-0.432,102.1804656982422,93.9366226196289,113.97946166992188,2.29724645614624,105.8383380919563,12.472380952380954,117.90482857142858,0.018763,0.018201,-0.0010302048091623,0.49711009769315,2036.86,1061.12,669.08,370.96,10.13,10.95,975.74,974.81,338.93,335.31,0.0,0.75,2.86,635.88,790.86,591.57,275.17,308.31,0.0,8.09,199.29,0.7480084970791291,0.3476882674572481,0.5209587305951316,2.491904761904762,0.1758106664091485,99.0214,145408.0
2017-01-31,1.0798,112.8,0.9892,1.2579,6.8868,44.32,-41.15,-51.56,26.25,-298.66,213.57,-216.25,-240.85,-1424.71,-41.75,-42.25,-81.375,-86.25,-45.25,-50.5,-17.5,-14.0,,,1.339,-0.352,0.06,4960.508,206.5531,,,0.7322,-0.437,105.20123291015624,108.2770004272461,103.17117309570312,2.5729334354400635,166.4209975750083,11.6085,117.7857789473684,0.022153,0.017884,0.0028205543142681,0.5174242614606,2007.82,1056.36,661.04,375.53,9.19,10.6,951.47,954.71,326.62,324.59,0.0,0.47,1.57,628.09,773.95,596.74,277.1,310.61,0.0,9.03,177.21,0.7710317203953744,0.3421143593342481,0.5261228596188902,2.4325,0.2186308668633785,98.7611,145628.0
2017-02-28,1.0576,112.77,1.0058,1.238,7.0284,44.88,-44.6,-53.67,26.7,-320.39,220.1,-222.0,-256.9,-1513.46,-40.25,-39.5,-74.625,-80.625,-43.5,-48.0,-14.0,-10.75,,,1.441,-0.353,0.05,5098.13,207.6745,,,0.8503,-0.438,114.20635986328124,125.66468048095705,97.15160369873048,3.023460626602173,122.7026173047554,11.530526315789476,116.1203894736842,0.032598,0.037198,0.0038446964233833,0.6138826265311,2082.72,1056.33,661.07,374.15,8.99,12.12,1026.39,977.47,314.31,312.84,0.0,0.53,0.94,663.16,811.87,610.47,286.87,312.42,0.0,11.18,201.4,0.7519307278258834,0.3215546257174133,0.5071877160636091,2.4189473684210525,0.2117795652592846,98.3646,145846.0
2017-03-31,1.0652,111.39,1.0026,1.255,6.983,47.25,-41.17,-55.5,28.27,-325.93,212.05,-201.63,-245.84,-1472.18,-32.25,-34.0,-62.75,-69.5,-33.25,-37.75,-8.75,-8.75,,,1.527,-0.351,0.06,5152.435,208.129,,,0.9712,-0.436,96.63587951660156,95.8384246826172,95.67454528808594,2.1438183784484863,90.58218398652646,11.89782608695652,115.65584782608695,0.002062,-0.000389,0.0031673008762464,0.75351206995341,2114.29,1101.88,695.8,382.86,9.17,14.05,1012.42,979.59,345.73,342.82,0.0,0.38,2.53,633.86,822.26,620.17,289.22,319.43,0.0,11.52,202.08,0.7542261571765622,0.3529333700834022,0.5211584030572911,2.4817391304347827,-0.0215164302681536,99.0137,145970.0
2017-04-30,1.0895,111.49,0.9946,1.2951,6.8273,51.32,-42.45,-56.89,34.28,-328.83,223.02,-206.5,-247.0,-1468.25,-34.0,-34.75,-65.75,-74.25,-34.75,-39.0,-12.0,-9.75,,,1.468,-0.3585,0.03,5228.726,210.5317,,,1.0337,-0.4435,119.45992279052734,127.44654846191406,108.06884002685548,3.0787012577056885,97.09221270663214,13.136315789473684,114.769795,0.009655,0.009091,0.0090722324948134,0.79414508222262,2104.91,1079.07,679.29,373.87,10.4,15.51,1025.84,982.95,330.93,326.1,0.0,0.60,4.23,652.02,810.37,608.5,289.05,308.17,0.0,11.28,201.88,0.7508915680491627,0.336670227376774,0.5126442460722787,2.2973684210526315,0.1127106224610763,100.0224,146175.0
2017-05-31,1.1244,110.78,0.9678,1.289,6.6153,55.93,-46.55,-58.05,37.0,-341.39,229.66,-203.75,-236.16,-1403.72,-33.75,-35.0,-62.75,-72.0,-33.75,-38.5,-12.0,-9.25,,,1.447,-0.361,0.05,5339.337,213.8568,,,1.1387,-0.446,102.57996368408205,102.35460662841795,99.70480346679688,2.518277883529663,54.45591438583198,10.862272727272726,114.2591318181818,0.009335,0.011576,0.0069938682508301,0.9719882973722,2132.24,1116.78,693.98,393.31,11.94,17.55,1015.46,1018.09,348.93,340.54,0.0,1.15,7.24,669.16,799.56,622.33,287.11,324.92,0.0,10.3,177.23,0.7783405873230278,0.3427300140459094,0.5237590515139009,2.3036363636363637,0.0807707884447062,100.1408,146380.0
2017-06-30,1.1426,112.39,0.9579,1.3025,6.5075,55.58,-45.65,-56.46,36.94,-334.25,234.96,-205.25,-235.9,-1380.0,-30.875,-33.125,-52.5,-58.5,-32.5,-36.0,-9.75,-7.75,,,1.535,-0.358,0.06,5359.88,213.0219,,,1.2032,-0.443,126.7890167236328,113.16846466064452,146.67166137695312,2.858617067337036,60.11549749124302,10.513636363636364,112.76027272727272,0.009571,0.004814,-0.0045596698717188,1.0151583662369,2184.81,1167.16,700.42,426.85,13.04,26.85,1017.64,1041.2,391.31,373.97,0.0,2.31,15.03,649.89,796.27,632.01,271.06,349.13,0.0,11.83,164.26,0.7937131877378276,0.3758259700345754,0.53421578993139,2.186818181818182,0.1256021914969096,100.3471,146583.0
2017-07-31,1.1842,110.26,0.9669,1.3215,6.2804,58.13,-46.63,-56.75,40.12,-321.07,245.78,-207.5,-235.75,-1336.0,-29.25,-31.5,-56.0,-63.25,-31.25,-32.5,-10.25,-8.5,,,1.47,-0.359,0.06,5488.155,216.9466,,,1.2012,-0.444,102.81346130371094,125.59920501708984,71.9550552368164,2.622794389724731,65.97735105859182,10.2645,111.060555,0.020278,0.019349,0.0038083342219322,1.0761011176188,2176.61,1169.8,707.1,424.41,12.75,25.55,1006.81,1048.46,391.83,376.38,0.0,2.22,13.23,656.63,780.81,628.64,272.22,344.1,0.0,12.32,152.17,0.8051126394385318,0.3737195505789443,0.5374412503847726,2.318,0.0948919236393841,100.1068,146772.0
2017-08-31,1.191,109.98,0.9587,1.293,6.2447,57.26,-46.18,-55.5,38.14,-318.56,250.43,-215.69,-236.18,-1361.5,-33.625,-35.875,-61.25,-64.0,-34.5,-36.75,-13.0,-11.25,,,1.375,-0.358,0.03,5495.883,219.2423,,,1.19875,-0.443,138.5316162109375,160.02310180664062,108.43595123291016,3.556932210922241,54.82564457176726,11.975652173913044,109.90586086956522,0.0016,0.000546,0.012250545295575,0.99230283629478,2201.94,1156.79,691.42,422.43,14.04,28.9,1045.15,1070.69,387.92,367.21,0.0,3.01,17.71,682.77,786.4,616.5,261.76,343.55,0.0,11.19,169.9,0.7839521871820957,0.3623084179360973,0.5253503728530295,2.2091304347826086,0.2180291040500215,99.6925,146919.0
2017-09-30,1.1814,112.51,0.9683,1.3398,6.2989,62.41,-53.68,-62.15,38.95,-351.19,263.27,-227.94,-249.0,-1443.0,-33.1875,-35.0625,-56.875,-61.25,-33.5,-35.875,-9.75,-7.5,,,1.61,-0.3558,0.05,5619.234,216.3899,,,1.2332,-0.44075,115.5344467163086,142.1448974609375,84.09626770019531,2.881110429763794,51.30418105101649,10.438,108.854245,0.023729,0.019303,-0.011853454343136,1.0507349753703,2191.9,1147.39,690.05,417.18,14.94,25.22,1044.51,1056.85,388.67,370.75,0.0,3.80,14.13,668.18,796.35,599.38,252.64,335.64,0.0,11.1,196.96,0.7526590067181516,0.3677626910157544,0.5234682239153247,2.202,0.1096276529758633,99.7954,147008.0
2017-10-31,1.1646,113.64,0.9976,1.3283,6.3897,63.54,-54.28,-64.94,39.15,-368.79,272.1,-240.0,-266.5,-1532.0,-34.375,-35.125,-59.125,-63.375,-33.75,-35.5,-11.0,-7.75,,,1.711,-0.356,0.05,5725.429,215.1929,,,1.3132,-0.441,91.4615707397461,109.23060607910156,69.15699768066406,2.098043918609619,47.73744405768275,10.125454545454543,110.8891761904762,0.019275,0.022188,-0.0015564296911702,1.1448278075316,2247.89,1161.28,708.66,406.16,19.06,27.4,1086.61,1076.77,400.06,381.81,0.0,4.09,14.15,676.71,815.48,600.4,258.18,328.98,0.0,13.24,215.07,0.7362534948741845,0.3715370970587962,0.5166089087989181,2.3600000000000003,0.2820252373918031,101.0247,147149.0
